"","sampProp","sampN","diagNMI","ageNMI","sexNMI","diagProp","ageProp","sexProp","diagAgree","ageAgree","sexAgree"
"1",0.3,78,0.0029669382379396,0.0925586249002979,0.0860667812874303,0.313415750915751,0.427884615384615,0.284798534798535,0.606684981684982,0.742216117216117,0.773809523809524
"2",0.3,78,0.00672679977783367,0.0988960946484242,0.0663192543624574,0.278846153846154,0.433150183150183,0.278159340659341,0.644688644688645,0.748168498168498,0.756868131868132
"3",0.3,78,0.00728672667063873,0.0886093855602097,0.110626577107347,0.270833333333333,0.435668498168498,0.291895604395604,0.654304029304029,0.736721611721612,0.793498168498168
"4",0.3,78,0.00230483314315946,0.0815112278295385,0.0823556943302301,0.334249084249084,0.418498168498168,0.273122710622711,0.588827838827839,0.730769230769231,0.776098901098901
"5",0.3,78,0.00294928094223894,0.0778084979614701,0.080692473429039,0.326236263736264,0.421016483516484,0.286858974358974,0.597527472527473,0.725732600732601,0.767857142857143
"6",0.3,78,0.00636196517429927,0.0853713313436049,0.0627032835351186,0.291666666666667,0.426282051282051,0.28021978021978,0.630952380952381,0.733516483516483,0.751831501831502
"7",0.3,78,0.00225442323245521,0.0944764860739117,0.0941567243773401,0.34271978021978,0.445054945054945,0.277930402930403,0.582875457875458,0.740842490842491,0.784798534798535
"8",0.3,78,0.0112775253159712,0.0812367183292906,0.0619291590222324,0.33470695970696,0.44757326007326,0.291666666666667,0.628205128205128,0.725732600732601,0.745421245421245
"9",0.3,78,0.000246288015280944,0.0951031069785247,0.0595799220292613,0.300137362637363,0.452838827838828,0.285027472527473,0.561813186813187,0.741758241758242,0.745879120879121
"10",0.3,78,0.0021000102172132,0.0859201355723468,0.072884254955934,0.355540293040293,0.438186813186813,0.279990842490842,0.575549450549451,0.730769230769231,0.763278388278388
"11",0.3,78,0.00180421262793479,0.0843800513392713,0.027765268574379,0.301282051282051,0.43246336996337,0.295787545787546,0.606227106227106,0.732142857142857,0.69047619047619
"12",0.3,78,0.00139962893118164,0.104255255287158,0.0655675329651597,0.293269230769231,0.434981684981685,0.30952380952381,0.609432234432234,0.753663003663004,0.741758241758242
"13",0.3,78,0.00682500252925375,0.083478142585879,0.0384702214340795,0.258699633699634,0.440247252747253,0.302884615384615,0.663919413919414,0.730311355311355,0.706501831501832
"14",0.3,78,0.00185930889636305,0.0832671806624635,0.0319347044339148,0.314102564102564,0.425595238095238,0.297847985347985,0.596153846153846,0.731227106227106,0.697344322344322
"15",0.3,78,0.00236554969377438,0.0827050638193316,0.0255225181172388,0.32257326007326,0.452152014652015,0.302655677655678,0.592948717948718,0.727564102564103,0.683150183150183
"16",0.3,78,0.000320827528134487,0.116356202865999,0.0786336828599373,0.315018315018315,0.437728937728938,0.280448717948718,0.580586080586081,0.764652014652015,0.768772893772894
"17",0.3,78,0.00541941915460279,0.111114386664601,0.0639468882378394,0.307005494505495,0.440247252747253,0.294184981684982,0.624084249084249,0.759615384615385,0.746794871794872
"18",0.3,78,0.000728086276121257,0.0733281667307242,0.06642100727344,0.272435897435897,0.44551282051282,0.287545787545788,0.617216117216117,0.717032967032967,0.752747252747253
"19",0.3,78,0.00833980632417504,0.0946239198173741,0.0762691136368994,0.327838827838828,0.430860805860806,0.282509157509158,0.622710622710623,0.742673992673993,0.765567765567766
"20",0.3,78,0.00493573442915111,0.0910129836814183,0.066733445128631,0.336309523809524,0.457417582417582,0.28731684981685,0.602106227106227,0.737179487179487,0.753205128205128
"21",0.3,78,0.000312018670382734,0.0715388539162825,0.0211506986389709,0.294871794871795,0.444826007326007,0.305173992673993,0.595238095238095,0.71474358974359,0.672619047619048
"22",0.3,78,9.30282739338405e-05,0.0940004496354978,0.0574751137507847,0.326923076923077,0.412545787545788,0.280906593406593,0.553113553113553,0.745421245421245,0.74496336996337
"23",0.3,78,0.00110163305999291,0.0789618798071553,0.0737854727478822,0.318910256410256,0.415064102564103,0.294642857142857,0.542582417582418,0.727564102564103,0.757783882783883
"24",0.3,78,2.66315156137293e-05,0.0869024954971134,0.0666120111355947,0.284340659340659,0.42032967032967,0.288003663003663,0.591575091575092,0.735347985347985,0.752747252747253
"25",0.3,78,0.000275080573662238,0.091631074020934,0.0631651692977672,0.33974358974359,0.405677655677656,0.282967032967033,0.563186813186813,0.744505494505495,0.750915750915751
"26",0.3,78,4.39740594351789e-05,0.0856423962324721,0.0422601541320156,0.348214285714286,0.432234432234432,0.287774725274725,0.540750915750916,0.72985347985348,0.721153846153846
"27",0.3,78,0.00584366922198141,0.105199918279848,0.0507287935567971,0.306776556776557,0.419642857142857,0.305631868131868,0.624542124542125,0.75503663003663,0.723901098901099
"28",0.3,78,0.000140964489552249,0.0841989092613029,0.0518913072117955,0.32051282051282,0.424908424908425,0.29029304029304,0.572344322344322,0.730769230769231,0.733516483516483
"29",0.3,78,1.71502925822673e-05,0.0935698099808123,0.0929549259321316,0.341804029304029,0.448260073260073,0.258928571428571,0.546245421245421,0.739010989010989,0.791666666666667
"30",0.3,78,0.00272975858926739,0.0737870120355177,0.0738260243908791,0.333791208791209,0.450778388278388,0.272664835164835,0.590659340659341,0.715659340659341,0.76510989010989
"31",0.3,78,0.000297736273013419,0.0529275057720357,0.0700155822379659,0.299221611721612,0.456043956043956,0.266025641025641,0.561813186813187,0.685897435897436,0.765567765567766
"32",0.3,78,0.00578975231999535,0.077598882425465,0.0959391316133777,0.354624542124542,0.441391941391941,0.260989010989011,0.598443223443223,0.71978021978022,0.793040293040293
"33",0.3,78,0.0001227714059184,0.0821223182683141,0.0965856022823605,0.363095238095238,0.467948717948718,0.265796703296703,0.545787545787546,0.726190476190476,0.790750915750916
"34",0.3,78,6.95048807308469e-07,0.0722588588426647,0.0284786605376606,0.321657509157509,0.455357142857143,0.283653846153846,0.560897435897436,0.713827838827839,0.696428571428571
"35",0.3,78,0.00536241153128782,0.0989493155563013,0.0777857205033635,0.335393772893773,0.460622710622711,0.268315018315018,0.60485347985348,0.745421245421245,0.771978021978022
"36",0.3,78,0.000767315467292696,0.068824452158543,0.0524446106888871,0.347298534798535,0.43543956043956,0.268772893772894,0.566391941391941,0.707875457875458,0.743589743589744
"37",0.3,78,0.00307504200108564,0.0874204093744811,0.0755132163815763,0.305631868131868,0.429029304029304,0.270375457875458,0.612179487179487,0.736263736263736,0.770604395604396
"38",0.3,78,0.00171428897837187,0.117413629409871,0.0762265793624339,0.297619047619048,0.431547619047619,0.284111721611722,0.608974358974359,0.766941391941392,0.764194139194139
"39",0.3,78,0.00181330792529037,0.0974110832755436,0.0813179293968923,0.263049450549451,0.436813186813187,0.277472527472527,0.635989010989011,0.746336996336996,0.772893772893773
"40",0.3,78,0.00982572346591861,0.0754439186120704,0.0797055839334233,0.318452380952381,0.422161172161172,0.272435897435897,0.632326007326007,0.722527472527473,0.773809523809524
"41",0.3,78,0.00344292891653003,0.0707456568901731,0.0744179286815077,0.326923076923077,0.448717948717949,0.27724358974359,0.597985347985348,0.712454212454212,0.766025641025641
"42",0.3,78,0.00212699926842454,0.099477449479454,0.049552444796175,0.285485347985348,0.436126373626374,0.295100732600733,0.621336996336996,0.748626373626374,0.725732600732601
"43",0.3,78,0.000538042041114006,0.0889470913486711,0.0573968547539998,0.299221611721612,0.441391941391941,0.279761904761905,0.595695970695971,0.736263736263736,0.745421245421245
"44",0.3,78,0.000706678440681273,0.0842495658103974,0.0504324676829859,0.311126373626374,0.416208791208791,0.28021978021978,0.552655677655678,0.733516483516483,0.736263736263736
"45",0.3,78,0.000201646611868121,0.0712949785345061,0.0760695399800468,0.326007326007326,0.451923076923077,0.258241758241758,0.567765567765568,0.712454212454212,0.776556776556777
"46",0.3,78,2.63527752005853e-05,0.0741275263018342,0.0491736087768334,0.301510989010989,0.431318681318681,0.293956043956044,0.5746336996337,0.71978021978022,0.726190476190476
"47",0.3,78,0.000284426353603807,0.0836307102257818,0.0776802350418054,0.293498168498169,0.433836996336996,0.307692307692308,0.574175824175824,0.731227106227106,0.756410256410256
"48",0.3,78,0.00127260126452127,0.0706121773241688,0.0633758150111306,0.258928571428571,0.439102564102564,0.301053113553114,0.635989010989011,0.714285714285714,0.742216117216117
"49",0.3,78,0.00561443685737146,0.0737088168925776,0.0547930223514925,0.314331501831502,0.424450549450549,0.296016483516484,0.617673992673993,0.71978021978022,0.733058608058608
"50",0.3,78,0.000794360286620467,0.0763898758484364,0.0577808615384212,0.322802197802198,0.451007326007326,0.300824175824176,0.578754578754579,0.71978021978022,0.735347985347985
