"","sampProp","sampN","diagNMI","ageNMI","sexNMI","diagProp","ageProp","sexProp","diagAgree","ageAgree","sexAgree"
"1",0.2,52,4.53096228071506e-06,0.0396992196608282,0.0199612763099978,0.465201465201465,0.51007326007326,0.351648351648352,0.499084249084249,0.661172161172161,0.647435897435897
"2",0.2,52,0.000788005836474644,0.0190582156530858,0.0257612618486922,0.464285714285714,0.474130036630037,0.351648351648352,0.52014652014652,0.612179487179487,0.661172161172161
"3",0.2,52,0.00300559715329752,0.0347353419513464,0.0260282178163664,0.413919413919414,0.481913919413919,0.346611721611722,0.558608058608059,0.647893772893773,0.663919413919414
"4",0.2,52,0.00112218574373275,0.0411352287808763,0.0207970381551439,0.495192307692308,0.498626373626374,0.361263736263736,0.527014652014652,0.663919413919414,0.645604395604396
"5",0.2,52,0.0016236582225064,0.0356731276975584,0.017978800333355,0.444826007326007,0.506410256410256,0.356227106227106,0.537087912087912,0.652930402930403,0.64010989010989
"6",0.2,52,0.00366831515315548,0.0412971748706711,0.0222887767406267,0.443910256410256,0.470467032967033,0.356227106227106,0.553571428571429,0.663461538461538,0.651098901098901
"7",0.2,52,0.00166903996829214,0.0287095768614248,0.0213043537855723,0.499771062271062,0.488782051282051,0.371565934065934,0.533424908424908,0.637820512820513,0.642399267399267
"8",0.2,52,0.000229285167505087,0.0307473439284708,0.0233699010700013,0.449404761904762,0.496565934065934,0.366529304029304,0.490384615384615,0.641483516483517,0.648809523809524
"9",0.2,52,2.67471220495796e-06,0.0455045029636953,0.029111088357015,0.448489010989011,0.460622710622711,0.366529304029304,0.504120879120879,0.673076923076923,0.661630036630037
"10",0.2,52,9.44486766115103e-07,0.0408867564139983,0.0236998944403748,0.479395604395604,0.485119047619048,0.376144688644689,0.5,0.663461538461538,0.646978021978022
"11",0.2,52,3.21522770941009e-06,0.0316648582852718,0.0159317711707694,0.483974358974359,0.513278388278388,0.345238095238095,0.5,0.644688644688645,0.639194139194139
"12",0.2,52,0.00123732273539212,0.0301179437777051,0.00529098202602222,0.433608058608059,0.521062271062271,0.340201465201465,0.536630036630037,0.641941391941392,0.603479853479853
"13",0.2,52,0.0035929311858603,0.0338161264212476,0.028246186046104,0.432692307692308,0.485119047619048,0.340201465201465,0.556776556776557,0.64514652014652,0.671245421245421
"14",0.2,52,0.00753176402729502,0.046489030114704,0.00686809112751956,0.463598901098901,0.509615384615385,0.34981684981685,0.573717948717949,0.673076923076923,0.605311355311355
"15",0.2,52,0.000269973986447871,0.0225498622469906,0.0127277070947103,0.468177655677656,0.499771062271062,0.360119047619048,0.51510989010989,0.621336996336996,0.621336996336996
