"","sampProp","sampN","diagNMI","ageNMI","sexNMI","diagProp","ageProp","sexProp","diagAgree","ageAgree","sexAgree"
"1",0.7,180,0.0588113645055145,0.29460908433549,0.271077276895056,0.0643315018315018,0.331272893772894,0.213369963369963,0.916208791208791,0.882326007326007,0.898351648351648
"2",0.7,180,0.0625336770404775,0.294190391319502,0.324135931046383,0.0725732600732601,0.313415750915751,0.193681318681319,0.908882783882784,0.888736263736264,0.923076923076923
"3",0.7,180,0.06261626256922,0.261599772669092,0.203179868741089,0.065018315018315,0.337454212454212,0.216575091575092,0.916666666666667,0.86996336996337,0.873626373626374
"4",0.7,180,0.0895607329289554,0.233551393756417,0.358582653750693,0.0707417582417582,0.321428571428571,0.200320512820513,0.919871794871795,0.860805860805861,0.929029304029304
"5",0.7,180,0.0460095474982527,0.223289211100132,0.280325306318998,0.0631868131868132,0.345467032967033,0.223214285714286,0.913003663003663,0.852106227106227,0.901556776556777
"6",0.7,180,0.0843795605515961,0.229418797567131,0.268720398774723,0.0714285714285714,0.32760989010989,0.203525641025641,0.917582417582418,0.858516483516483,0.904304029304029
"7",0.7,180,0.0606388587284601,0.280223324216376,0.289140489272801,0.0764652014652015,0.318681318681319,0.192765567765568,0.903846153846154,0.881868131868132,0.913919413919414
"8",0.7,180,0.0699006354762277,0.288587326754593,0.248554284986613,0.0689102564102564,0.34271978021978,0.215659340659341,0.914377289377289,0.881410256410256,0.891025641025641
"9",0.7,180,0.0834304194036546,0.289049111919083,0.279658906282603,0.0771520146520147,0.324862637362637,0.195970695970696,0.911630036630037,0.88507326007326,0.91025641025641
"10",0.7,180,0.0840078956471319,0.231617842292032,0.268204987798581,0.0753205128205128,0.332875457875458,0.20260989010989,0.913461538461538,0.858974358974359,0.904304029304029
"11",0.7,180,0.0866962516432358,0.268284082451784,0.353961693428321,0.0647893772893773,0.324404761904762,0.203983516483516,0.924450549450549,0.875,0.926282051282051
"12",0.7,180,0.0404730830882556,0.267581509656249,0.301596550008531,0.0572344322344322,0.348443223443223,0.226877289377289,0.918498168498168,0.872710622710623,0.907967032967033
